17.493786,-14.840374,-2.044716,-16.880373,17.181099,32.211613,-12.788129,7.798265,-8.124277,12.369227,3.095237,26.456503,13.923912,-37.227642,-4.362492,-4.960274
-19.874353,23.259844,19.608479,23.589001,-11.244780,-8.734661,7.556175,21.509825,-1.382254,-18.861074,-18.084936,-16.193748,-1.753659,-9.518109,15.783834,-4.978231
13.023866,-7.945021,-2.806733,-10.015095,9.704356,21.671959,-9.036724,5.453321,-7.973674,5.015769,-1.898238,13.377541,10.935954,-25.447870,0.177884,-2.498545
-21.704718,25.702156,21.742220,25.843719,-12.079953,-9.096867,8.075699,24.233902,-1.598144,-20.596048,-20.527761,-17.449566,-1.510334,-11.421023,17.353796,-5.383673
-13.332359,14.822062,16.175770,14.648893,-4.324253,-1.081582,3.751315,18.949455,-0.663760,-10.163947,-12.549157,-4.965958,0.618340,-14.504585,9.428957,-4.740733
19.156612,-12.435908,-5.288572,-15.310195,14.058095,29.932419,-12.804562,5.781687,-10.538976,8.168034,-1.424911,19.307261,14.888248,-33.711880,-1.116750,-2.876946
-16.183350,17.554195,17.927721,17.970465,-6.731559,-3.822880,5.369611,19.865665,-0.695934,-13.136353,-13.316908,-8.439953,-0.746887,-12.697148,11.549007,-5.445318
4.279933,-2.262024,5.780682,-3.602385,7.917350,18.216318,-5.832567,12.728675,-5.254064,3.160314,-3.474651,13.267407,8.610538,-27.771454,1.851311,-4.975962
5.367192,-6.735093,6.832192,-7.034107,12.013346,22.333664,-6.816073,12.756289,-3.677705,7.520206,2.315719,21.051291,8.013022,-31.635035,-2.075655,-7.004110
9.226594,-6.159312,2.581060,-7.954822,11.122240,22.468349,-8.207875,10.713763,-5.812284,5.632631,-2.427839,16.936592,10.224531,-30.390274,-0.738684,-4.190190
-20.608374,24.119907,20.333454,24.461027,-11.660166,-9.054525,7.834286,22.305557,-1.434625,-19.558420,-18.754255,-16.791992,-1.817751,-9.873293,16.367422,-5.163436
-21.162926,24.769686,20.881176,25.119844,-11.973991,-9.296184,8.044399,22.906734,-1.474191,-20.085268,-19.259928,-17.243967,-1.866172,-10.141635,16.808323,-5.303358
13.199626,-11.499731,1.613792,-14.040444,16.267653,29.277443,-11.252314,11.246948,-5.983243,12.351028,0.470893,26.025856,13.159470,-36.971622,-4.254387,-4.612720
-18.761789,21.956234,18.509621,22.267258,-10.615171,-8.249838,7.134639,20.303720,-1.302874,-17.804096,-17.070438,-15.286981,-1.656515,-8.979753,14.899282,-4.697515
22.429560,-16.204767,-7.511302,-18.782431,15.879423,33.512165,-14.423571,3.756628,-11.957771,10.494698,1.958287,22.452717,16.038147,-35.429653,-1.985972,-3.630701
17.882143,-17.380381,-2.055430,-17.951805,18.612843,32.937904,-12.526155,5.963703,-6.884974,13.091808,7.825126,28.967505,11.844071,-36.620098,-6.646307,-6.380027
11.401970,-10.595902,3.356614,-13.941300,16.956337,28.268465,-10.942108,13.198937,-4.064463,14.506949,-0.975575,27.863792,13.303467,-37.294712,-5.642628,-3.749416
25.724380,-23.558084,-4.686187,-26.100574,25.233974,44.704857,-18.087923,7.872702,-10.027303,19.972239,7.660536,39.156944,18.510492,-49.167404,-8.830050,-6.411959
6.429670,-5.787899,5.988786,-5.626863,10.813910,22.859892,-6.880642,12.346772,-5.576188,3.788611,1.184830,17.779627,8.052220,-32.235878,0.091458,-7.523685
-17.522306,20.503912,17.285408,20.794735,-9.913739,-7.709708,6.665015,18.960028,-1.214439,-16.626541,-15.940209,-14.276772,-1.548289,-8.379981,13.913824,-4.384775
13.271412,-8.731524,-0.603628,-10.850465,12.278208,25.538651,-10.036557,8.641804,-7.787580,6.440367,-1.847937,17.800987,11.999523,-31.753014,-0.831261,-3.793294
-14.714235,16.692713,16.942541,17.454828,-6.375796,-2.602521,4.902079,18.983126,-1.452378,-13.959842,-12.675797,-8.580872,-0.703622,-13.369300,11.613444,-5.788817
-16.395653,18.224094,17.538177,18.598909,-7.591133,-4.922878,5.690408,19.376911,-0.840083,-14.014552,-13.938204,-10.060317,-0.974186,-11.285593,12.114368,-5.072396
25.348312,-24.496706,-5.211216,-26.210384,25.092815,43.052086,-17.310493,5.721177,-8.789961,20.068661,10.279629,39.025631,16.583076,-45.913776,-10.168170,-6.548716
-13.467445,15.335240,13.874590,15.604507,-6.885987,-4.943889,4.890387,15.276984,-0.797238,-12.103578,-11.818732,-9.537059,-0.987268,-7.919161,10.296820,-3.784499
-21.091877,23.291744,22.795486,23.789492,-9.485003,-5.928731,7.221481,25.210529,-1.041905,-17.777384,-17.778704,-12.392912,-1.168611,-15.122143,15.438518,-6.697844
16.054096,-14.611650,-2.244734,-16.689417,16.444231,29.010914,-11.757210,6.364622,-6.331311,13.447382,3.838945,25.813791,12.543111,-32.805424,-5.571493,-3.948769
-23.050348,26.608566,23.275574,27.029230,-12.387815,-9.227201,8.546839,25.588966,-1.494709,-21.279789,-20.602530,-17.501596,-1.846252,-12.394850,17.958031,-6.156961
-21.924189,25.661671,21.633059,26.024237,-12.404795,-9.627920,8.332831,23.732000,-1.528506,-20.808495,-19.954088,-17.864416,-1.932642,-10.510001,17.413570,-5.495436
19.517408,-14.672906,-6.892555,-16.487978,13.693043,28.680809,-12.288463,2.218265,-10.176826,9.129161,3.102532,19.455856,13.231815,-29.542662,-2.064443,-3.390948
35.593628,-32.187782,-10.750759,-35.225067,31.287823,54.824867,-23.152279,4.160645,-12.929279,25.468542,11.770111,47.317913,22.591581,-55.973602,-12.307813,-6.428907
17.553589,-13.091194,-6.529932,-14.954674,12.367005,25.000704,-10.944715,1.599792,-8.496779,8.505719,2.309360,17.313719,11.679686,-25.489336,-2.519571,-2.341691
18.521530,-16.361433,-0.477010,-17.917982,19.911507,36.518074,-13.847398,9.961870,-8.173684,13.053788,4.308296,30.688168,14.444156,-43.309658,-5.556933,-6.679928
-23.253448,27.219187,22.945942,27.603416,-13.157033,-10.207172,8.836472,25.173019,-1.623346,-22.071342,-21.166182,-18.947796,-2.048707,-11.153214,18.470407,-5.830829
23.158466,-19.159771,-4.826250,-21.944407,20.869669,39.184349,-16.135717,7.347980,-10.444048,15.524698,3.915022,31.539722,17.410416,-43.560116,-5.586968,-5.069192
-18.100016,20.266809,19.156534,20.664530,-8.635859,-5.774884,6.362244,21.146578,-0.975681,-15.707149,-15.538733,-11.606425,-1.145650,-11.946038,13.512452,-5.456165
1.218343,-1.593530,8.187634,-2.573609,7.908995,16.068493,-4.522718,13.757486,-2.921183,4.464242,-2.163017,14.630737,6.964290,-26.314589,0.544957,-5.360705
24.376064,-18.820526,-9.731351,-21.337063,16.825220,34.061832,-15.082505,1.066616,-11.820311,12.677417,4.414681,24.033133,16.059364,-33.671410,-3.585787,-3.154526
-16.264715,19.030373,16.043312,19.300699,-9.202061,-7.161686,6.188530,17.596704,-1.124712,-15.431783,-14.793469,-13.251804,-1.438481,-7.771447,12.913969,-4.067466
15.826301,-9.993633,-3.496940,-12.343698,11.608924,26.535942,-10.999113,6.373470,-10.101898,6.298561,-1.501390,16.365685,13.364618,-30.838968,0.587113,-3.420363
13.699550,-10.367003,-5.142078,-11.841086,9.512907,19.690733,-8.617393,1.247631,-6.993352,6.925381,2.084207,13.620289,9.392629,-19.979942,-1.603343,-1.988466
4.282252,-3.904384,5.215655,-4.502872,8.426158,17.357615,-5.401227,10.665059,-3.971135,4.267186,-0.355971,14.408237,7.025144,-25.274006,0.028222,-5.195550
-17.263014,20.711378,18.453709,20.410292,-8.588045,-5.525107,5.871262,21.389336,-1.335680,-15.817339,-17.576897,-12.207884,-0.197887,-12.409877,13.713749,-4.505159
-13.682453,16.592037,13.959966,16.449158,-7.596416,-5.369759,4.930542,15.986658,-1.276731,-13.116312,-13.799243,-11.032887,-0.466350,-8.117052,11.314174,-3.334933
21.393885,-16.251976,-5.702461,-18.304115,17.311003,33.629810,-13.958747,4.869925,-9.866845,10.627575,2.677329,24.503185,14.567151,-36.643787,-4.107681,-4.135542
11.000203,-9.482142,1.510663,-10.990781,12.930225,24.956348,-9.251990,9.341521,-6.097456,8.800759,1.209004,20.757048,10.797738,-31.437275,-2.214623,-4.928130
16.812807,-12.046045,-3.162756,-13.709014,13.675364,28.858486,-11.535760,6.298985,-9.489467,7.355098,0.995798,19.610508,12.867646,-33.152000,-1.268230,-4.497410
-14.916710,17.450890,14.711914,17.699247,-8.439215,-6.574265,5.677788,16.135365,-1.028534,-14.151126,-13.564282,-12.153145,-1.320779,-7.119163,11.842227,-3.727344
-24.902477,28.807009,25.064655,29.254843,-13.485586,-10.101938,9.264722,27.548552,-1.635515,-23.084795,-22.320116,-19.108290,-2.021986,-13.189416,19.457199,-6.595650
-18.195017,19.727434,20.176220,20.196100,-7.547150,-4.259652,6.026868,22.360331,-0.783142,-14.752159,-14.964526,-9.447624,-0.831395,-14.331691,12.975260,-6.139092
-18.726191,21.914522,18.474461,22.224966,-10.595026,-8.234324,7.121151,20.265129,-1.300334,-17.770275,-17.037977,-15.257967,-1.653407,-8.962526,14.870979,-4.688533
