-11.504153,-16.821751,-15.070846,21.330463,-5.071985,-5.239894,-1.486984,15.518052,-7.789154,21.322897,5.730820,13.366981,-15.984878,11.276218,-19.295029,-13.509879,9.006897,-10.871776,9.343204,5.421705,16.212019,12.062530,-1.039999,-24.062117,14.671697,5.771674,9.791533,-5.845597,-13.257281,-15.361645,7.026015,-8.889407
7.632211,29.203156,10.538586,-15.325748,5.383001,7.364032,7.217495,-13.241049,11.473730,-19.175558,-14.537525,-9.267378,27.476263,-7.170834,23.535652,20.074394,-16.379091,25.750883,-19.806324,-9.764035,-26.840872,-15.178556,0.406839,10.263986,-22.611078,-11.273768,-21.084248,12.758336,44.008133,25.983255,-12.536283,8.929233
-7.775615,-16.866434,-12.147838,19.089899,-5.328163,-6.663710,-3.630835,14.930756,-6.336737,19.391691,5.192747,11.866104,-12.289385,8.125826,-17.085518,-14.318659,9.031997,-11.827641,9.129101,4.809719,14.437096,11.289758,1.270294,-21.733803,14.425897,6.347194,8.449970,-6.992858,-16.607550,-14.155030,6.449196,-6.708537
8.443423,23.705408,8.485714,-10.348981,4.023061,4.017472,5.454134,-11.588918,9.656662,-15.339643,-11.724128,-7.060891,20.768108,-6.804783,18.036491,16.651386,-12.184793,18.471704,-13.090760,-6.304754,-23.148420,-13.782840,1.504585,5.145494,-15.298108,-7.044021,-17.114679,9.228051,39.055264,25.624090,-11.359610,6.952742
5.322623,15.556942,5.385025,-3.187009,1.283386,-1.750837,3.916827,-4.305390,5.964805,-7.421009,-7.723236,-2.299865,12.784396,-4.319305,11.183300,7.208127,-9.450298,9.049886,-8.093562,-0.180717,-15.700924,-6.621588,0.617494,-2.022021,-7.604498,-1.034850,-12.618316,4.356217,25.066307,15.496503,-7.290386,0.756818
-10.294189,-21.838854,-16.031986,24.999884,-6.836246,-8.431250,-4.798692,19.282045,-8.403792,25.369860,7.080855,15.768317,-16.365915,10.587466,-22.225061,-18.937138,11.907393,-15.515759,12.255836,6.118196,19.072866,14.662999,1.783731,-27.974936,19.036383,8.242653,11.358421,-8.936341,-21.952003,-18.708389,8.593781,-8.609228
7.720476,28.213341,12.903198,-9.280650,3.896159,1.729128,7.519239,-12.760859,7.645588,-15.266498,-11.165341,-5.093067,17.788361,-8.701326,21.062862,13.865373,-16.439821,16.961494,-12.887596,-0.423887,-24.266661,-12.965719,-2.005560,7.231535,-14.640307,-6.161969,-19.609911,9.305971,40.615093,25.980408,-11.276239,3.537661
-6.506864,-9.130878,-9.573113,14.671643,-2.022788,-4.223910,-1.916770,10.178260,-2.684196,14.272373,2.583698,10.941481,-7.972250,5.272521,-13.054361,-8.316460,7.391806,-6.605353,5.645600,2.483872,11.120793,4.166840,0.134498,-17.741253,9.539250,3.997226,4.436740,-3.909815,-5.049112,-7.411452,2.556489,-5.346664
-10.444840,-11.292385,-15.156832,16.332132,-3.329922,-5.403780,0.734300,12.488191,-2.441341,12.911740,1.110837,10.820038,-7.509762,8.093668,-14.384141,-8.636969,5.112474,-6.399004,2.900558,0.552207,11.697865,4.722732,1.608968,-22.165545,8.681620,7.438770,6.677482,-3.598024,-3.747094,-10.896219,5.815658,-5.981051
-5.936177,-4.803222,-9.236497,14.159294,-4.298350,-4.603253,0.740406,9.475425,-1.839340,12.350875,1.733542,9.021820,-5.621915,7.349461,-9.665583,-5.478756,1.371188,-4.028466,2.551893,3.770106,4.584655,6.033278,-0.444861,-20.288822,8.085609,5.597552,2.594818,-3.195848,0.641338,-6.118613,1.748747,-7.717124
9.409087,30.267025,11.363853,-17.350008,5.034363,7.038702,7.872971,-15.956880,12.529977,-24.080851,-16.088495,-11.437042,28.550760,-8.328071,26.257515,21.941975,-19.721992,25.289274,-21.046986,-9.614889,-30.397221,-16.767950,0.727208,10.549637,-23.335108,-9.628028,-21.614895,12.467334,47.055599,29.795488,-12.481446,9.589982
12.302955,35.565041,16.505331,-18.728382,6.808455,6.744319,9.091244,-18.620411,12.566307,-23.422064,-15.488325,-11.742358,26.936356,-11.038957,28.173376,21.245661,-19.559952,24.992584,-19.592810,-6.326367,-33.175816,-17.253876,-1.005164,13.625871,-22.732130,-10.573865,-23.339159,13.438038,50.096157,32.887318,-15.347663,9.101067
-11.046358,-17.659273,-16.596552,23.893064,-5.860585,-8.067335,-3.558337,18.122635,-6.306222,22.764044,6.658299,16.393026,-14.529706,11.617476,-20.785635,-15.556279,9.343983,-13.995309,10.340474,6.881526,16.823450,12.154903,0.981769,-28.761393,16.848829,10.782705,11.093178,-7.323677,-16.167734,-16.291918,7.081437,-11.569316
