2.544325,2.664087
2.543418,2.663893
2.543418,2.663893
2.543418,2.663893
2.544481,2.660291
2.542949,2.663958
2.543418,2.663893
2.545583,2.660175
2.545748,2.660273
2.545863,2.660030
2.546000,2.660110
2.545696,2.660030
2.546000,2.660110
2.546000,2.660110
-0.772498,-0.009536
-0.768215,-0.008245
-0.769940,-0.008640
-0.768949,-0.008477
-0.767546,-0.007995
-0.769183,-0.008505
-0.768369,-0.008243
-0.768215,-0.008245
-0.766665,-0.008127
-0.768215,-0.008245
0.570388,0.668111
0.582966,0.662317
0.582968,0.662279
0.580842,0.662134
0.581469,0.662023
0.581309,0.662070
0.583014,0.662167
0.582040,0.661864
0.583113,0.661812
0.583098,0.661769
0.583098,0.661769
0.582258,0.661842
0.581179,0.662394
0.584967,0.662370
0.578585,0.661661
0.578553,0.661684
0.578540,0.661644
0.578379,0.662075
0.586579,0.663024
0.588054,0.662646
0.581721,0.661888
0.581611,0.662050
0.583073,0.662320
0.583538,0.662314
0.583878,0.662384
0.584274,0.662673
0.570388,0.668111
-0.768215,-0.008245
-0.773048,-0.009678
-0.771278,-0.009084
-0.768215,-0.008245
-0.768369,-0.008243
-0.771343,-0.008465
-0.750642,-0.011886
-0.769930,-0.008641
-0.768369,-0.008243
-0.768830,-0.008010
-0.772240,-0.009672
-0.773083,-0.009602
-0.768215,-0.008245
-0.770600,-0.008711
-0.771356,-0.008233
-0.762033,-0.007404
-0.768215,-0.008245
-0.768369,-0.008243
-0.768692,-0.008200
-0.768369,-0.008243
-0.768369,-0.008243
-0.771137,-0.008285
-0.768124,-0.008233
-0.768215,-0.008245
0.363993,0.080048
0.357354,0.080766
0.363583,0.080781
0.365101,0.080906
0.349860,0.079792
0.365645,0.080527
0.365683,0.080459
0.364824,0.080688
0.199100,0.013426
-0.262885,0.008227
-0.768215,-0.008245
-0.768215,-0.008245
-0.768215,-0.008245
-0.768903,-0.008846
-0.772717,-0.008476
-0.771343,-0.008465
-0.768501,-0.008141
-0.768268,-0.008139
-0.762919,-0.007985
-0.771343,-0.008465
-0.768215,-0.008245
-0.768369,-0.008243
-0.768763,-0.008089
-0.770552,-0.008233
-0.771343,-0.008465
-0.768903,-0.008846
-0.762821,-0.008062
-0.762815,-0.008056
-0.762804,-0.008063
-0.771356,-0.008233
-0.768585,-0.008147
-0.768763,-0.008089
-0.771137,-0.008285
-0.768215,-0.008245
-0.768903,-0.008846
-0.768005,-0.008367
-0.768215,-0.008245
-0.768369,-0.008243
-0.771343,-0.008465
-0.776930,-0.005924
0.179762,-0.703515
0.198490,-0.704633
0.198255,-0.704673
0.201643,-0.704205
0.154322,-0.698606
0.153880,-0.696922
0.201212,-0.704120
-0.768072,-0.008254
-0.770762,-0.008248
-0.771317,-0.008306
-0.768215,-0.008245
-0.768835,-0.007782
-0.767837,-0.008379
-0.768215,-0.008245
-0.768215,-0.008245
-0.768215,-0.008245
-0.768763,-0.008089
-0.770545,-0.008243
-0.768692,-0.008200
-0.768220,-0.008140
-0.768215,-0.008245
-0.768215,-0.008245
-0.770692,-0.008249
-0.768369,-0.008243
-0.770482,-0.008235
-0.770552,-0.008233
-0.768369,-0.008243
-0.770547,-0.008378
-0.768585,-0.008147
-0.768005,-0.008367
-0.776930,-0.005924
0.467893,-0.203660
0.456884,-0.210156
0.467893,-0.203660
0.467893,-0.203660
0.382937,-0.264261
0.382309,-0.264137
0.384177,-0.264449
0.384236,-0.264543
0.383227,-0.264526
0.386557,-0.265467
0.467893,-0.203660
-0.776930,-0.005924
-0.770146,-0.008610
-0.770145,-0.008611
-0.760261,-0.007748
-0.769940,-0.008640
-0.768865,-0.008750
-0.768215,-0.008245
-0.768369,-0.008243
-0.768215,-0.008245
-0.768268,-0.008139
-0.770593,-0.008249
-0.769001,-0.007559
-0.768215,-0.008245
-0.762033,-0.007404
-0.766665,-0.008127
-0.768129,-0.008214
-0.769039,-0.008273
-0.770089,-0.008804
-0.771343,-0.008465
-0.766351,-0.007488
-0.768028,-0.008215
-0.768763,-0.008089
-0.768369,-0.008243
-0.768865,-0.008750
-0.770545,-0.008243
-0.768888,-0.007923
-0.769164,-0.008596
-0.776930,-0.005924
0.169531,-0.701871
0.179762,-0.703515
-0.770547,-0.008378
-0.768585,-0.008147
-0.768369,-0.008243
-0.767773,-0.008365
-0.770146,-0.008610
-0.769028,-0.007559
-0.768215,-0.008245
-0.771356,-0.008233
-0.768215,-0.008245
-0.770545,-0.008243
-0.771356,-0.008233
0.365091,0.080531
0.358151,0.080804
0.363057,0.080995
0.201280,-0.704015
0.201712,-0.704006
0.200819,-0.703847
0.201206,-0.703909
0.201613,-0.703884
0.201933,-0.703940
0.198482,-0.704582
0.201212,-0.704120
0.201206,-0.703909
0.201577,-0.704017
0.201280,-0.704015
0.201280,-0.704015
0.201070,-0.704047
0.201280,-0.704015
0.201212,-0.704120
0.179762,-0.703515
-0.429092,0.011764
-0.769072,-0.008612
-0.768903,-0.008846
-0.766876,-0.008544
-0.768215,-0.008245
-0.770547,-0.008378
-0.768763,-0.008089
-0.775343,-0.008810
-0.768215,-0.008245
-0.770545,-0.008243
-0.768763,-0.008089
-0.771343,-0.008465
0.202855,-0.703728
-0.768215,-0.008245
-0.768369,-0.008243
0.358535,0.081212
0.358344,0.081262
0.370318,0.080806
0.370354,0.080826
0.356382,0.080466
0.396663,0.077358
-0.770819,-0.008252
1.630905,2.816170
1.158559,2.729245
1.096919,2.892356
1.121705,2.913557
1.218107,2.931779
1.255056,2.940536
1.278265,2.934230
1.300226,2.912334
1.573656,2.835463
1.727238,2.857673
1.826716,2.847139
1.814823,2.917201
-0.281286,-0.587273
-0.284609,-0.592363
-0.284609,-0.592363
-0.284609,-0.592363
-0.283642,-0.588993
-0.282860,-0.592961
-0.281339,-0.587343
-0.284609,-0.592363
-0.282918,-0.592892
-0.282775,-0.592963
-0.282951,-0.592914
-0.279390,-0.591388
-0.278670,-0.588746
-0.273704,-0.588825
-0.273573,-0.588926
-0.273753,-0.588856
-0.278691,-0.588129
-0.278683,-0.588152
-0.278674,-0.588159
-0.278727,-0.588458
-0.278750,-0.588450
-0.278912,-0.588380
-0.282371,-0.589488
-0.282964,-0.592931
-0.282957,-0.592922
-0.282937,-0.592946
-0.284609,-0.592363
-0.281339,-0.587343
-0.281001,-0.587304
-0.278828,-0.586755
-0.279748,-0.586956
-0.280304,-0.587036
-0.280258,-0.587063
-0.280142,-0.587088
-0.282951,-0.592914
-0.284609,-0.592363
-0.281668,-0.587365
-0.280933,-0.587278
-0.279869,-0.587016
-0.278448,-0.586783
-0.277780,-0.587076
0.199834,-0.704018
0.200246,-0.703846
-0.282913,-0.587377
-0.283554,-0.587561
-0.283712,-0.587588
-0.284579,-0.587636
-0.284586,-0.587628
-0.284631,-0.587713
-0.284358,-0.587686
-0.284118,-0.587813
-0.309761,-0.587925
-0.308528,-0.587559
-0.308977,-0.588160
-0.308565,-0.588138
-0.308513,-0.588125
-0.308495,-0.587620
-0.308477,-0.587623
-0.308541,-0.587901
-0.308620,-0.587871
-0.304301,-0.586940
-0.304308,-0.587113
-0.304341,-0.587102
-0.303349,-0.587267
-0.304193,-0.587596
-0.281286,-0.587273
-0.280736,-0.587137
-0.280662,-0.587120
-0.280071,-0.587174
-0.280202,-0.587186
-0.280268,-0.591331
-0.280190,-0.591335
-0.281192,-0.591635
-0.281569,-0.591757
-0.283331,-0.592570
-0.282964,-0.592931
-0.282952,-0.592580
-0.283012,-0.592678
-0.284609,-0.592363
-0.283048,-0.591345
-0.283244,-0.590846
-0.278882,-0.588005
-0.279394,-0.588261
-0.279371,-0.588229
-0.280745,-0.588193
-0.282957,-0.592922
-0.280029,-0.586996
-0.280529,-0.587097
-0.284609,-0.592363
